8,1
8,2
8,3
10,1
8,4
10,2
8,5
10,3
8,6
10,4
8,7
10,5
8,8
10,6
8,9
10,7
8,10
10,8
8,11
10,9
8,12
10,10
8,13
10,11
8,14
10,12
8,15
10,13
8,16
10,14
8,17
10,15
8,18
10,16
8,19
10,17
8,20
10,18
8,21
10,19
8,22
10,20
8,23
10,21
8,24
10,22
8,25
10,23
8,26
10,24
8,27
10,25
8,28
10,26
8,29
10,27
8,30
10,28
8,31
10,29
8,32
10,30
8,33
10,31
8,34
10,32
8,35
10,33
8,36
10,34
8,37
10,35
8,38
10,36
8,39
10,37
8,40
10,38
8,41
10,39
8,42
10,40
8,43
10,41
8,44
10,42
8,45
10,43
8,46
10,44
8,47
10,45
8,48
10,46
8,49
10,47
8,50
10,48
8,51
10,49
8,52
10,50
8,53
10,51
8,54
10,52
8,55
10,53
8,56
10,54
8,57
10,55
8,58
10,56
8,59
10,57
8,60
10,58
8,61
10,59
8,62
10,60
8,63
10,61
8,64
10,62
8,65
10,63
8,66
10,64
8,67
10,65
8,68
10,66
8,69
10,67
8,70
10,68
8,71
10,69
8,72
10,70
8,73
10,71
8,74
10,72
8,75
10,73
8,76
10,74
10,75
8,78
10,76
8,79
10,77
8,80
10,78
8,81
10,79
8,82
8,83
8,85
8,86
8,87
8,88
8,89
8,90
8,91
8,92
8,93
8,94
8,95
8,96
8,97
8,98
8,99
8,100
